Date,Time,Booking_ID,Booking_Status,Customer_ID,Vehicle_Type,Pickup_Location,Drop_Location,V_TAT,C_TAT,Canceled_Rides_by_Customer,Canceled_Rides_by_Driver,Incomplete_Rides,Incomplete_Rides_Reason,Booking_Value,Payment_Method,Ride_Distance,Driver_Ratings,Customer_Rating
24-07-2024 18:48,18:48:00,CNR9020182677,success,CID353616,Auto,Padmanabhanagar,Shivajinagar,119.0,90.0,,,no,,425,upi,4,3.4,4.6
28-07-2024 22:08,22:08:00,CNR5580987463,success,CID808666,Prime SUV,Koramangala,Whitefield,105.0,120.0,,,no,,467,credit card,16,3.3,5.0
05-07-2024 01:10,01:10:00,CNR1907185081,success,CID725213,Mini,Majestic,Padmanabhanagar,77.0,120.0,,,no,,380,cash,47,4.4,3.2
19-07-2024 09:08,09:08:00,CNR4296604323,canceled by driver,CID632335,Bike,Chamarajpet,Marathahalli,,,,Customer related issue,,,406,,0,3.4,3.993771736
13-07-2024 05:54,05:54:00,CNR9502020055,success,CID692263,Bike,Tumkur Road,Bannerghatta Road,98.0,80.0,,,no,,509,cash,20,3.5,3.5
18-07-2024 08:49,08:49:00,CNR1431397849,success,CID323213,Auto,Sahakar Nagar,Whitefield,203.0,120.0,,,no,,493,upi,8,4.1,3.4
03-07-2024 09:24,09:24:00,CNR2953474101,success,CID173833,Prime SUV,Marathahalli,Electronic City,147.0,50.0,,,no,,475,upi,28,4.0,4.5
29-07-2024 03:32,03:32:00,CNR3057620984,success,CID896258,Mini,Rajarajeshwari Nagar,Devanahalli,210.0,100.0,,,no,,1904,upi,1,3.3,4.1
17-07-2024 17:21,17:21:00,CNR6881200785,success,CID174480,Mini,MG Road,Langford Town,70.0,120.0,,,no,,341,upi,34,4.5,4.9
20-07-2024 03:34,03:34:00,CNR1553715025,success,CID719387,Prime Sedan,Chickpet,HSR Layout,259.0,35.0,,,no,,114,upi,11,4.5,3.7
30-07-2024 02:21,02:21:00,CNR7911601404,success,CID999487,Prime Sedan,Ulsoor,Cox Town,42.0,135.0,,,no,,387,cash,13,3.4,4.6
13-07-2024 20:21,20:21:00,CNR7930037634,driver not found,CID831205,Mini,Tumkur Road,Kengeri,,,,,,,1386,,0,3.8,3.993771736
05-07-2024 14:54,14:54:00,CNR9793519859,canceled by customer,CID782903,Bike,HSR Layout,BTM Layout,,,Driver asked to cancel,,,,393,,0,4.6,3.993771736
05-07-2024 16:19,16:19:00,CNR7961564180,success,CID894704,Bike,Nagarbhavi,Yeshwanthpur,147.0,135.0,,,no,,440,upi,16,5.0,3.1
18-07-2024 13:41,13:41:00,CNR6381458447,canceled by customer,CID753347,Prime SUV,Mysore Road,Hennur,,,Driver is not moving towards pickup location,,,,368,,0,3.6,3.993771736
15-07-2024 20:41,20:41:00,CNR4187085761,success,CID146824,Bike,Rajajinagar,Kammanahalli,49.0,75.0,,,no,,2941,cash,34,3.8,4.6
01-07-2024 10:29,10:29:00,CNR6702071890,success,CID306110,Prime Sedan,Cox Town,Ramamurthy Nagar,70.0,145.0,,,no,,197,upi,8,3.1,3.9
17-07-2024 17:16,17:16:00,CNR5658037248,canceled by customer,CID843168,Auto,Whitefield,Malleshwaram,,,Driver asked to cancel,,,,126,,0,3.1,3.993771736
21-07-2024 18:59,18:59:00,CNR1314635701,success,CID536777,Prime Plus,Whitefield,JP Nagar,175.0,70.0,,,no,,1190,upi,2,3.8,3.8
26-07-2024 10:41,10:41:00,CNR1104504567,success,CID326444,Bike,Whitefield,Jayanagar,42.0,25.0,,,no,,327,upi,17,4.7,4.7
30-07-2024 13:51,13:51:00,CNR3590537546,canceled by driver,CID449262,eBike,Ramamurthy Nagar,Ulsoor,,,,Personal & Car related issue,,,192,,0,3.8,3.993771736
29-07-2024 14:51,14:51:00,CNR9069415145,canceled by customer,CID989452,Prime Sedan,Rajajinagar,Indiranagar,,,Driver asked to cancel,,,,472,,0,4.5,3.993771736
04-07-2024 22:59,22:59:00,CNR7261184315,canceled by driver,CID511062,Bike,Kengeri,Hulimavu,,,,Personal & Car related issue,,,358,,0,3.2,3.993771736
15-07-2024 07:12,07:12:00,CNR2358848978,driver not found,CID894788,Bike,Shivajinagar,Shivajinagar,,,,,,,2836,,0,3.2,3.993771736
06-07-2024 19:41,19:41:00,CNR2327421944,canceled by driver,CID880685,Auto,RT Nagar,Tumkur Road,,,,Customer related issue,,,429,,0,3.1,3.993771736
01-07-2024 09:12,09:12:00,CNR3751850674,success,CID190338,Prime SUV,Peenya,Padmanabhanagar,224.0,135.0,,,no,,329,cash,35,3.1,4.3
02-07-2024 22:37,22:37:00,CNR5123323766,driver not found,CID249535,Prime Sedan,Basavanagudi,Mysore Road,,,,,,,103,,0,3.6,3.993771736
19-07-2024 20:48,20:48:00,CNR7980066492,success,CID466614,Bike,Indiranagar,JP Nagar,210.0,140.0,,,yes,Vehicle Breakdown,198,cash,33,4.6,4.9
30-07-2024 02:17,02:17:00,CNR3852225074,success,CID780055,Bike,Kammanahalli,Majestic,119.0,135.0,,,no,,339,upi,24,4.8,4.9
06-07-2024 14:27,14:27:00,CNR8993534264,success,CID865461,Auto,Marathahalli,Bellandur,252.0,50.0,,,no,,488,cash,11,4.8,3.5
13-07-2024 14:39,14:39:00,CNR1631585351,success,CID733002,Mini,Vijayanagar,Hennur,175.0,55.0,,,yes,Customer Demand,201,upi,22,3.9,3.1
16-07-2024 07:31,07:31:00,CNR5592259188,success,CID128746,Auto,JP Nagar,Langford Town,259.0,140.0,,,no,,2601,cash,5,3.7,4.1
12-07-2024 13:14,13:14:00,CNR6747745632,success,CID352311,Auto,Padmanabhanagar,Bannerghatta Road,70.0,55.0,,,no,,105,cash,19,3.8,4.7
18-07-2024 02:42,02:42:00,CNR6147514577,canceled by customer,CID685311,eBike,Majestic,Kengeri,,,Driver is not moving towards pickup location,,,,288,,0,3.6,3.993771736
04-07-2024 10:46,10:46:00,CNR9536848679,success,CID671510,Mini,Mysore Road,BTM Layout,56.0,85.0,,,no,,110,cash,9,3.4,4.8
23-07-2024 02:46,02:46:00,CNR6295194657,canceled by driver,CID228724,Prime SUV,Electronic City,Shivajinagar,,,,Customer was coughing/sick,,,286,,0,3.9,3.993771736
16-07-2024 18:17,18:17:00,CNR9605955973,success,CID249951,eBike,Sahakar Nagar,Bellandur,280.0,70.0,,,no,,290,cash,7,3.9,4.6
08-07-2024 09:42,09:42:00,CNR7316586073,success,CID325058,Prime Plus,Cox Town,Bellandur,203.0,90.0,,,no,,384,upi,17,3.5,3.6
21-07-2024 19:32,19:32:00,CNR4436402194,success,CID645530,Bike,Varthur,Kammanahalli,140.0,65.0,,,no,,413,upi,7,3.9,3.9
24-07-2024 18:09,18:09:00,CNR1745762046,success,CID471370,Prime SUV,Kammanahalli,Shantinagar,126.0,60.0,,,no,,289,upi,48,3.2,3.1
15-07-2024 12:52,12:52:00,CNR8976430486,success,CID707549,Prime Plus,Hosur Road,Chamarajpet,42.0,115.0,,,no,,329,upi,8,4.2,3.9
27-07-2024 21:16,21:16:00,CNR9072338810,success,CID360817,Auto,Rajarajeshwari Nagar,Mysore Road,147.0,80.0,,,no,,499,cash,10,3.9,4.0
30-07-2024 18:44,18:44:00,CNR7356149851,canceled by driver,CID399422,Bike,Shantinagar,Sarjapur Road,,,,Customer was coughing/sick,,,365,,0,3.5,3.993771736
06-07-2024 20:03,20:03:00,CNR5423666124,canceled by driver,CID259785,Auto,Chickpet,Hennur,,,,Personal & Car related issue,,,445,,0,4.3,3.993771736
15-07-2024 08:44,08:44:00,CNR3889031413,canceled by customer,CID638657,Prime Plus,Indiranagar,Magadi Road,,,Driver asked to cancel,,,,262,,0,4.8,3.993771736
17-07-2024 15:49,15:49:00,CNR6409143456,success,CID874167,Prime Plus,Bannerghatta Road,Rajajinagar,161.0,115.0,,,no,,226,cash,6,3.4,3.6
27-07-2024 00:26,00:26:00,CNR3794590146,success,CID143789,Prime Sedan,Shantinagar,Magadi Road,133.0,85.0,,,yes,Vehicle Breakdown,163,cash,46,3.3,3.7
01-07-2024 00:40,00:40:00,CNR9343942272,success,CID866697,Bike,Basavanagudi,Peenya,119.0,95.0,,,no,,422,cash,11,4.8,3.3
11-07-2024 21:01,21:01:00,CNR5460142452,success,CID832436,Prime SUV,MG Road,Hennur,112.0,105.0,,,no,,478,upi,18,4.5,3.1
12-07-2024 05:52,05:52:00,CNR3733683053,canceled by driver,CID174100,eBike,BTM Layout,Banashankari,,,,Customer was coughing/sick,,,292,,0,3.7,3.993771736
02-07-2024 21:21,21:21:00,CNR9477338620,success,CID120821,Prime Plus,Sarjapur Road,Electronic City,56.0,115.0,,,no,,348,cash,45,4.6,4.8
08-07-2024 04:17,04:17:00,CNR6523186710,canceled by driver,CID324214,Bike,Nagarbhavi,MG Road,,,,More than permitted people in there,,,116,,0,4.4,3.993771736
30-07-2024 05:59,05:59:00,CNR1598863104,canceled by customer,CID162507,Prime Plus,Ramamurthy Nagar,Langford Town,,,Driver is not moving towards pickup location,,,,399,,0,4.4,3.993771736
30-07-2024 10:46,10:46:00,CNR7392238827,success,CID847985,Prime Plus,Tumkur Road,Hebbal,273.0,60.0,,,no,,441,upi,20,3.9,5.0
22-07-2024 02:56,02:56:00,CNR1550122759,canceled by driver,CID425386,Prime SUV,Richmond Town,Electronic City,,,,Customer related issue,,,138,,0,3.3,3.993771736
11-07-2024 04:43,04:43:00,CNR8103247549,driver not found,CID660176,Mini,Kadugodi,JP Nagar,,,,,,,936,,0,4.9,3.993771736
12-07-2024 03:51,03:51:00,CNR4122186158,success,CID452723,Prime SUV,Ramamurthy Nagar,RT Nagar,119.0,110.0,,,no,,1065,cash,39,5.0,3.3
01-07-2024 21:43,21:43:00,CNR1151027971,success,CID892771,eBike,Indiranagar,JP Nagar,252.0,55.0,,,no,,128,cash,36,4.8,4.2
04-07-2024 23:01,23:01:00,CNR2023079510,canceled by customer,CID329301,Prime Sedan,Devanahalli,Banashankari,,,Change of plans,,,,450,,0,4.8,3.993771736
08-07-2024 04:02,04:02:00,CNR8867637331,success,CID849572,Mini,KR Puram,Rajajinagar,161.0,90.0,,,no,,147,cash,18,3.7,4.8
08-07-2024 18:02,18:02:00,CNR9146601538,canceled by customer,CID871728,Prime Plus,Yeshwanthpur,Koramangala,,,Driver is not moving towards pickup location,,,,575,,0,4.1,3.993771736
11-07-2024 19:43,19:43:00,CNR1448986122,success,CID964102,Mini,Bellandur,Yeshwanthpur,35.0,30.0,,,no,,154,cash,48,4.2,3.6
08-07-2024 02:05,02:05:00,CNR8122905405,success,CID513429,Prime Plus,Ramamurthy Nagar,Malleshwaram,119.0,70.0,,,no,,265,cash,20,3.7,4.9
07-07-2024 19:54,19:54:00,CNR6661271772,canceled by driver,CID824953,Prime SUV,Sahakar Nagar,Yelahanka,,,,Customer related issue,,,276,,0,3.4,3.993771736
22-07-2024 16:17,16:17:00,CNR6054367589,success,CID210113,Bike,HSR Layout,Majestic,140.0,60.0,,,no,,137,cash,27,4.8,3.3
02-07-2024 07:32,07:32:00,CNR4242179199,success,CID458874,Auto,Nagarbhavi,Rajarajeshwari Nagar,63.0,75.0,,,no,,406,credit card,18,4.5,3.5
16-07-2024 21:13,21:13:00,CNR5471114931,success,CID798562,eBike,Ramamurthy Nagar,Rajajinagar,56.0,60.0,,,no,,516,cash,20,4.5,3.4
24-07-2024 00:49,00:49:00,CNR4628354537,canceled by customer,CID848643,Bike,Chickpet,Devanahalli,,,AC is Not working,,,,857,,0,3.9,3.993771736
18-07-2024 12:24,12:24:00,CNR5511334089,success,CID734358,Prime Plus,JP Nagar,Sarjapur Road,168.0,30.0,,,no,,527,cash,5,4.6,4.9
08-07-2024 04:42,04:42:00,CNR1178798095,success,CID318433,Prime Plus,KR Puram,Sarjapur Road,210.0,145.0,,,no,,450,upi,48,4.6,4.0
07-07-2024 08:24,08:24:00,CNR5501915065,success,CID881252,Prime Plus,Shivajinagar,Richmond Town,119.0,110.0,,,no,,336,cash,8,3.7,3.8
19-07-2024 12:22,12:22:00,CNR5905404657,canceled by customer,CID404410,Prime Sedan,Chickpet,Banashankari,,,Driver is not moving towards pickup location,,,,447,,0,3.1,3.993771736
18-07-2024 02:41,02:41:00,CNR6473540143,driver not found,CID681428,Prime Plus,Ulsoor,Koramangala,,,,,,,346,,0,4.5,3.993771736
24-07-2024 06:08,06:08:00,CNR8075748133,driver not found,CID234374,Bike,Yelahanka,Banashankari,,,,,,,368,,0,3.7,3.993771736
17-07-2024 13:06,13:06:00,CNR6598213857,driver not found,CID968923,Prime Plus,Hennur,KR Puram,,,,,,,431,,0,3.2,3.993771736
17-07-2024 20:56,20:56:00,CNR2045684065,canceled by driver,CID466457,Bike,Langford Town,Hennur,,,,Customer related issue,,,840,,0,3.1,3.993771736
03-07-2024 22:01,22:01:00,CNR2821541538,success,CID536117,Prime SUV,Peenya,Kammanahalli,245.0,105.0,,,no,,425,upi,13,4.8,3.1
13-07-2024 18:07,18:07:00,CNR8564174994,canceled by customer,CID172576,Mini,Vijayanagar,Rajajinagar,,,Driver is not moving towards pickup location,,,,362,,0,4.6,3.993771736
22-07-2024 04:45,04:45:00,CNR7315989506,canceled by driver,CID870382,Bike,Sahakar Nagar,Rajajinagar,,,,Personal & Car related issue,,,273,,0,4.1,3.993771736
22-07-2024 12:04,12:04:00,CNR9511112238,success,CID502388,Prime SUV,Hosur Road,Ulsoor,308.0,80.0,,,no,,239,upi,14,4.9,4.6
17-07-2024 05:30,05:30:00,CNR8567796564,success,CID783047,Prime SUV,Frazer Town,Tumkur Road,301.0,110.0,,,no,,407,upi,30,4.4,3.4
12-07-2024 01:30,01:30:00,CNR9468825524,canceled by customer,CID894811,eBike,Yelahanka,Varthur,,,Driver asked to cancel,,,,446,,0,3.1,3.993771736
14-07-2024 16:05,16:05:00,CNR5122879775,driver not found,CID770266,Prime Sedan,Indiranagar,Jayanagar,,,,,,,257,,0,3.1,3.993771736
14-07-2024 03:51,03:51:00,CNR6510852011,success,CID428118,Auto,Padmanabhanagar,Cox Town,301.0,115.0,,,no,,694,upi,17,4.2,3.3
24-07-2024 13:48,13:48:00,CNR6926284343,success,CID347438,eBike,Banashankari,Shivajinagar,210.0,85.0,,,no,,239,cash,29,3.9,3.4
23-07-2024 17:32,17:32:00,CNR6689148806,success,CID301043,Auto,Kammanahalli,Basavanagudi,203.0,115.0,,,no,,869,cash,13,3.9,3.1
29-07-2024 14:14,14:14:00,CNR4703118537,canceled by customer,CID556554,Auto,Mysore Road,Peenya,,,AC is Not working,,,,340,,0,4.0,3.993771736
10-07-2024 13:53,13:53:00,CNR6689176222,success,CID458756,Prime Plus,Bellandur,Peenya,49.0,105.0,,,no,,189,upi,17,3.7,4.5
18-07-2024 11:28,11:28:00,CNR6686132072,success,CID320477,Bike,Rajarajeshwari Nagar,Padmanabhanagar,252.0,95.0,,,no,,220,upi,18,4.7,4.4
14-07-2024 05:11,05:11:00,CNR3566331201,canceled by driver,CID947141,eBike,Frazer Town,Whitefield,,,,Personal & Car related issue,,,374,,0,4.0,3.993771736
17-07-2024 19:06,19:06:00,CNR5893015320,success,CID160284,Bike,BTM Layout,Varthur,280.0,60.0,,,no,,188,upi,13,3.8,3.1
03-07-2024 08:17,08:17:00,CNR4864090848,success,CID367314,Prime Plus,Ramamurthy Nagar,BTM Layout,287.0,60.0,,,no,,246,cash,49,4.8,4.4
02-07-2024 15:00,15:00:00,CNR7263564330,success,CID845187,Prime Sedan,Banashankari,Shantinagar,98.0,80.0,,,no,,944,upi,16,4.8,3.7
16-07-2024 08:47,08:47:00,CNR8418784633,success,CID487995,eBike,Jayanagar,MG Road,42.0,120.0,,,no,,477,cash,14,3.7,4.5
18-07-2024 16:02,16:02:00,CNR9051933769,canceled by driver,CID443002,Prime SUV,Nagarbhavi,Cox Town,,,,Personal & Car related issue,,,119,,0,4.1,3.993771736
09-07-2024 03:27,03:27:00,CNR2831125378,success,CID602098,Prime SUV,Kengeri,Banashankari,147.0,45.0,,,no,,406,upi,19,3.0,4.9
03-07-2024 03:33,03:33:00,CNR6263345114,success,CID676912,Mini,Malleshwaram,Vijayanagar,140.0,30.0,,,no,,372,cash,20,3.5,3.0
28-07-2024 05:59,05:59:00,CNR1772040888,success,CID331784,Mini,Kadugodi,Koramangala,35.0,80.0,,,no,,1052,credit card,23,3.2,3.9
09-07-2024 20:44,20:44:00,CNR3291482342,success,CID803555,Prime Plus,BTM Layout,Hebbal,245.0,65.0,,,no,,2274,cash,3,3.8,4.5
01-07-2024 14:04,14:04:00,CNR3135933596,success,CID985448,eBike,Shivajinagar,Padmanabhanagar,56.0,70.0,,,no,,705,cash,48,4.5,4.7
26-07-2024 14:24,14:24:00,CNR6506499298,canceled by driver,CID446939,Mini,KR Puram,HSR Layout,,,,Customer related issue,,,202,,0,4.2,3.993771736
20-07-2024 15:15,15:15:00,CNR4608403057,driver not found,CID642341,Bike,Sarjapur Road,JP Nagar,,,,,,,288,,0,3.6,3.993771736
23-07-2024 04:48,04:48:00,CNR7870451762,canceled by driver,CID127810,Prime Sedan,KR Puram,Rajajinagar,,,,More than permitted people in there,,,221,,0,4.5,3.993771736
22-07-2024 10:44,10:44:00,CNR5623276160,success,CID115668,eBike,Bellandur,Kadugodi,189.0,75.0,,,no,,342,upi,47,4.0,4.5
27-07-2024 17:54,17:54:00,CNR1037618781,driver not found,CID818676,Prime Sedan,RT Nagar,Shantinagar,,,,,,,2216,,0,4.2,3.993771736
19-07-2024 03:28,03:28:00,CNR8436723031,success,CID432009,Prime SUV,Chickpet,BTM Layout,119.0,95.0,,,no,,370,upi,44,4.3,3.6
07-07-2024 11:56,11:56:00,CNR8386100096,success,CID871682,Prime Plus,Basavanagudi,Frazer Town,91.0,45.0,,,no,,461,upi,38,4.3,4.2
11-07-2024 22:02,22:02:00,CNR3432461863,success,CID751600,Prime Plus,Ramamurthy Nagar,Vijayanagar,224.0,85.0,,,no,,397,upi,1,4.0,4.8
03-07-2024 19:32,19:32:00,CNR7154298225,success,CID599773,Auto,Malleshwaram,HSR Layout,280.0,145.0,,,no,,498,upi,9,4.5,3.3
23-07-2024 04:38,04:38:00,CNR7031880657,canceled by driver,CID582328,Mini,RT Nagar,Ulsoor,,,,Customer was coughing/sick,,,202,,0,3.4,3.993771736
05-07-2024 18:03,18:03:00,CNR1381159207,canceled by customer,CID922568,Mini,Ramamurthy Nagar,JP Nagar,,,AC is Not working,,,,2884,,0,3.8,3.993771736
14-07-2024 00:55,00:55:00,CNR8977475519,success,CID683756,Mini,Padmanabhanagar,Jayanagar,217.0,30.0,,,no,,580,upi,29,3.4,4.5
24-07-2024 22:17,22:17:00,CNR1119560315,success,CID705158,eBike,Basavanagudi,JP Nagar,189.0,85.0,,,no,,319,cash,34,3.1,4.1
23-07-2024 19:34,19:34:00,CNR3043825942,success,CID379896,Prime Plus,Ramamurthy Nagar,Magadi Road,154.0,75.0,,,no,,175,cash,17,3.4,3.2
03-07-2024 01:43,01:43:00,CNR7719497241,driver not found,CID188699,Mini,Ramamurthy Nagar,Indiranagar,,,,,,,609,,0,4.2,3.993771736
18-07-2024 11:49,11:49:00,CNR5054084179,canceled by driver,CID925821,eBike,Yelahanka,Langford Town,,,,Customer related issue,,,115,,0,4.8,3.993771736
10-07-2024 10:11,10:11:00,CNR9830986036,canceled by customer,CID165878,Mini,Malleshwaram,Varthur,,,Driver asked to cancel,,,,399,,0,3.9,3.993771736
03-07-2024 14:31,14:31:00,CNR4483983240,success,CID683425,Bike,Kammanahalli,Whitefield,42.0,50.0,,,no,,380,upi,5,3.8,4.4
17-07-2024 10:55,10:55:00,CNR1979002726,success,CID248060,Bike,Mysore Road,Langford Town,112.0,100.0,,,no,,865,upi,29,4.6,4.8
08-07-2024 18:41,18:41:00,CNR7224992506,success,CID990479,Auto,Hennur,Hosur Road,140.0,145.0,,,no,,172,cash,18,3.1,3.4
20-07-2024 20:01,20:01:00,CNR4044413957,success,CID217226,Prime Sedan,Malleshwaram,Rajarajeshwari Nagar,133.0,80.0,,,no,,842,cash,33,4.6,3.6
06-07-2024 14:12,14:12:00,CNR6773617488,success,CID903619,Prime Sedan,Sahakar Nagar,Rajarajeshwari Nagar,154.0,75.0,,,no,,361,upi,10,4.0,4.1
30-07-2024 21:14,21:14:00,CNR3257627903,success,CID466840,Prime Sedan,Vijayanagar,Kengeri,42.0,30.0,,,no,,775,cash,46,3.3,3.7
25-07-2024 02:52,02:52:00,CNR9596979795,success,CID877791,eBike,Kammanahalli,Malleshwaram,287.0,95.0,,,no,,412,cash,9,4.1,3.2
24-07-2024 10:05,10:05:00,CNR3556598563,success,CID621838,Mini,Banashankari,Marathahalli,273.0,90.0,,,no,,310,cash,2,4.2,3.1
11-07-2024 23:40,23:40:00,CNR1927314908,success,CID407901,Bike,Shantinagar,Hulimavu,77.0,95.0,,,no,,156,cash,49,3.1,4.5
18-07-2024 20:10,20:10:00,CNR6102449527,driver not found,CID432807,Prime SUV,Jayanagar,Ramamurthy Nagar,,,,,,,131,,0,3.3,3.993771736
27-07-2024 11:27,11:27:00,CNR3791559999,success,CID956938,eBike,Nagarbhavi,BTM Layout,112.0,145.0,,,no,,254,cash,28,3.4,3.8
23-07-2024 22:44,22:44:00,CNR7113249304,canceled by customer,CID864346,Prime Sedan,Rajarajeshwari Nagar,Cox Town,,,Change of plans,,,,725,,0,3.4,3.993771736
18-07-2024 19:28,19:28:00,CNR6044034611,success,CID189157,Prime Sedan,Chamarajpet,Peenya,217.0,60.0,,,no,,365,cash,2,4.7,4.9
13-07-2024 18:49,18:49:00,CNR2962911761,success,CID747120,Prime Sedan,Shivajinagar,Shivajinagar,217.0,95.0,,,no,,477,upi,18,3.1,3.6
29-07-2024 00:43,00:43:00,CNR1380781592,canceled by customer,CID871348,Prime Plus,Langford Town,Majestic,,,Driver asked to cancel,,,,874,,0,4.1,3.993771736
01-07-2024 06:10,06:10:00,CNR6131133867,success,CID902866,Prime Sedan,Whitefield,Indiranagar,273.0,25.0,,,no,,1475,cash,9,3.2,4.1
13-07-2024 02:24,02:24:00,CNR6457417010,canceled by driver,CID617771,Prime SUV,Whitefield,Langford Town,,,,Customer was coughing/sick,,,264,,0,4.0,3.993771736
29-07-2024 10:06,10:06:00,CNR6925911273,success,CID581414,Prime Sedan,Peenya,Tumkur Road,203.0,140.0,,,yes,Customer Demand,847,cash,31,3.8,4.2
01-07-2024 19:24,19:24:00,CNR7048343040,canceled by driver,CID933862,Mini,Indiranagar,Bannerghatta Road,,,,More than permitted people in there,,,368,,0,4.3,3.993771736
23-07-2024 20:34,20:34:00,CNR6610077180,canceled by driver,CID336078,Mini,Langford Town,Chickpet,,,,More than permitted people in there,,,363,,0,3.7,3.993771736
14-07-2024 23:21,23:21:00,CNR8058735925,canceled by driver,CID901018,Prime Plus,Devanahalli,Tumkur Road,,,,Customer related issue,,,593,,0,4.9,3.993771736
28-07-2024 22:12,22:12:00,CNR6953017538,success,CID760989,Prime Sedan,Kammanahalli,Devanahalli,280.0,50.0,,,no,,819,cash,21,3.6,4.6
20-07-2024 01:44,01:44:00,CNR1328779674,canceled by driver,CID811475,Bike,HSR Layout,Langford Town,,,,Personal & Car related issue,,,395,,0,3.7,3.993771736
29-07-2024 02:14,02:14:00,CNR8769302094,canceled by driver,CID645490,Auto,Whitefield,Jayanagar,,,,More than permitted people in there,,,386,,0,4.5,3.993771736
05-07-2024 18:22,18:22:00,CNR7552880328,driver not found,CID438779,Prime Sedan,Banashankari,Electronic City,,,,,,,987,,0,3.0,3.993771736
25-07-2024 14:19,14:19:00,CNR7225279320,driver not found,CID599044,Mini,Koramangala,Bannerghatta Road,,,,,,,116,,0,3.7,3.993771736
29-07-2024 17:57,17:57:00,CNR5675976612,success,CID423702,Bike,Padmanabhanagar,Hulimavu,161.0,25.0,,,yes,Customer Demand,367,upi,9,4.2,4.0
17-07-2024 10:28,10:28:00,CNR1567544100,canceled by customer,CID800136,eBike,Banashankari,Hosur Road,,,Driver is not moving towards pickup location,,,,106,,0,4.3,3.993771736
27-07-2024 04:01,04:01:00,CNR5390327053,driver not found,CID973720,Prime Sedan,Majestic,Bannerghatta Road,,,,,,,1426,,0,3.2,3.993771736
14-07-2024 14:08,14:08:00,CNR8922855835,success,CID495845,Prime SUV,Hulimavu,Hennur,266.0,25.0,,,no,,2065,upi,44,3.1,4.6
14-07-2024 22:32,22:32:00,CNR9505578114,success,CID719555,Mini,Ulsoor,Yelahanka,63.0,25.0,,,no,,510,cash,49,4.9,3.0
14-07-2024 19:01,19:01:00,CNR5815320466,success,CID370043,Prime Sedan,Hosur Road,Varthur,91.0,100.0,,,no,,169,cash,45,3.7,4.2
18-07-2024 16:48,16:48:00,CNR6158020447,canceled by driver,CID696473,Prime Sedan,Rajarajeshwari Nagar,Kadugodi,,,,Personal & Car related issue,,,150,,0,3.2,3.993771736
01-07-2024 13:12,13:12:00,CNR2127339611,success,CID572340,Auto,Peenya,MG Road,294.0,130.0,,,no,,420,upi,1,3.7,3.2
07-07-2024 09:51,09:51:00,CNR3122996216,canceled by driver,CID393236,Mini,Devanahalli,Devanahalli,,,,Personal & Car related issue,,,419,,0,3.1,3.993771736
04-07-2024 06:51,06:51:00,CNR7459445541,canceled by driver,CID376509,Prime SUV,Malleshwaram,Cox Town,,,,Personal & Car related issue,,,706,,0,4.4,3.993771736
22-07-2024 03:41,03:41:00,CNR6381099250,success,CID774968,Auto,Bannerghatta Road,Nagarbhavi,84.0,105.0,,,no,,296,upi,6,3.5,3.1
19-07-2024 18:05,18:05:00,CNR1669551196,success,CID875782,eBike,Shivajinagar,HSR Layout,70.0,35.0,,,no,,1475,upi,3,4.5,3.6
03-07-2024 23:10,23:10:00,CNR9076402989,success,CID203098,eBike,Koramangala,Rajarajeshwari Nagar,280.0,40.0,,,no,,366,upi,30,4.9,3.3
17-07-2024 06:39,06:39:00,CNR3549572530,success,CID676577,Prime Plus,Banashankari,Magadi Road,35.0,95.0,,,no,,205,cash,47,3.1,4.7
22-07-2024 23:01,23:01:00,CNR7700989999,success,CID572280,Prime Plus,MG Road,Richmond Town,91.0,85.0,,,no,,1216,cash,25,4.6,4.7
14-07-2024 19:25,19:25:00,CNR5695961363,success,CID775499,Prime SUV,Cox Town,Malleshwaram,294.0,140.0,,,no,,174,credit card,4,3.6,3.5
29-07-2024 07:05,07:05:00,CNR6737742473,success,CID698339,eBike,Hosur Road,Sarjapur Road,224.0,115.0,,,yes,Other Issue,578,cash,37,3.4,3.6
11-07-2024 10:43,10:43:00,CNR1445991992,success,CID669472,Prime Sedan,Nagarbhavi,BTM Layout,91.0,90.0,,,yes,Customer Demand,200,upi,6,4.7,3.5
21-07-2024 03:43,03:43:00,CNR3770501819,success,CID464488,Prime Sedan,Indiranagar,Sahakar Nagar,105.0,140.0,,,no,,796,cash,21,4.7,3.3
07-07-2024 15:33,15:33:00,CNR9484866168,success,CID627412,eBike,Hebbal,Majestic,217.0,140.0,,,no,,156,cash,32,3.9,3.9
09-07-2024 22:44,22:44:00,CNR9199396944,canceled by customer,CID763797,Prime Plus,Tumkur Road,Banashankari,,,Driver asked to cancel,,,,352,,0,3.9,3.993771736
27-07-2024 12:36,12:36:00,CNR8938322445,success,CID971990,Mini,Richmond Town,Kadugodi,259.0,95.0,,,no,,2779,upi,28,3.8,3.9
10-07-2024 00:35,00:35:00,CNR1468037758,success,CID810644,Prime SUV,Peenya,Mysore Road,161.0,75.0,,,no,,200,cash,30,5.0,3.6
28-07-2024 15:09,15:09:00,CNR5191001392,success,CID399981,eBike,Yeshwanthpur,RT Nagar,287.0,135.0,,,no,,428,upi,34,3.4,3.0
23-07-2024 05:54,05:54:00,CNR1137218554,canceled by customer,CID145916,Prime SUV,Whitefield,Ulsoor,,,Driver asked to cancel,,,,544,,0,3.5,3.993771736
